date,AIR,MMM,DIS,UPS
2017-10-02,38.21317672729492,206.22154235839844,97.51673126220703,116.11293029785156
2017-10-03,38.788108825683594,207.97593688964844,98.42491149902344,115.07473754882812
2017-10-04,38.837669372558594,209.8660125732422,98.19054412841797,114.39224243164062
2017-10-05,38.71871566772461,209.72061157226562,97.7608642578125,113.62322235107422
2017-10-06,38.51055145263672,209.8660125732422,97.7218017578125,113.14258575439453
2017-10-09,38.52046204,211.45530699999998,97.98775482,113.54940800000001
2017-10-10,38.361866,211.52363590000002,97.99758911,114.48960109999999
2017-10-11,38.09421921,211.2894287,96.98396301,115.26500700000001
2017-10-12,38.25282288,212.3433685,95.38970184,115.89502720000002
2017-10-13,38.16360855,212.47024539999998,95.83255005,114.72222140000001
2017-10-16,38.05456924,213.44613650000002,96.57063293,114.7028351
2017-10-17,37.90588379,212.4995117,96.79698181,114.06311799999999
2017-10-18,38.27264404,213.0070038,96.68873596,114.5186768
2017-10-19,38.14378357,213.953598,97.43665314,115.74964140000002
2017-10-20,38.49636841,215.9834595,97.82045746,116.07919309999998
2017-10-23,38.38712311,216.20790099999996,97.13157654,116.00165559999999
2017-10-24,38.53609848,228.99201969999996,96.72809601,116.02103419999999
2017-10-25,38.43678284,231.9489594,96.24588013,114.90638729999999
2017-10-26,38.40697861,227.3232574,96.99380493,115.66241459999999
2017-10-27,38.34738922,229.0798645,96.74777222,117.0387726
2017-10-30,38.49636841,225.44956969999998,96.48206329,114.4605103
2017-10-31,38.62548447,224.6395569,96.25571442,113.91773219999999
2017-11-01,40.78072739,224.6298065,97.45632935,113.849884
2017-11-02,41.0389595,226.6303864,96.78713989,113.27802279999999
2017-11-03,40.12521744,226.6206207,97.07253265,111.9113541
2017-11-06,40.13515091,224.75666809999998,99.04075623,110.41867830000001
2017-11-07,40.30398941,224.5029449,99.99533844,110.4477615
2017-11-08,40.34371948,224.28823849999998,99.57216644,109.6529617
2017-11-09,40.09542084,222.8829651,101.0483322,109.09078980000001
2017-11-10,39.83718491,221.9656219,103.1149597,110.56525420000001
2017-11-13,39.80739212,222.71707149999997,103.075592,112.10807040000002
2017-11-14,39.65841293,223.8003082,101.5305405,111.38548279999999
2017-11-15,39.17174149,221.91683959999997,102.0422897,110.2332611
2017-11-16,39.69813919,223.8881378,101.9537125,111.0242004
2017-11-17,39.41011047,223.82957459999997,101.796257,110.2820892
2017-11-20,39.71800613,225.90821839999998,101.11721800000001,110.53595729999999
2017-11-21,40.35364914,228.44551090000002,101.3632507,111.23901370000002
2017-11-22,40.3139267,227.1361542,101.1073837,111.09255220000001
2017-11-24,40.42317963,226.9399872,101.0089645,110.47737120000001
2017-11-27,40.50262451,229.50970460000002,101.15658570000001,111.8444366
2017-11-28,41.16807556,231.1084137,101.7667313,112.47913359999998
2017-11-29,41.08861923,233.44274900000002,103.5676498,116.238533
2017-11-30,41.29719162,238.47430419999998,103.15432740000001,118.5918045
2017-12-01,40.88004684,236.52250669999998,103.57749179999999,117.47863770000001
2017-12-04,41.88317871,234.6687775,108.46852109999999,120.8083878
2017-12-05,41.90303802,233.68795780000002,105.51618959999999,117.53722379999999
2017-12-06,42.18113708,234.09008790000001,103.78415679999999,115.50617220000001
2017-12-07,42.409572600000004,235.68881230000002,103.58734129999999,116.9122925
2017-12-08,42.08181763,233.56045530000003,103.3988495,116.7462845
2017-12-11,41.46603394,234.70800780000002,105.9781189,115.2718277
2017-12-12,41.40644073,232.04020690000002,106.5733337,115.3792343
2017-12-13,41.37664413,234.52165219999998,106.7518997,115.61359409999999
2017-12-14,40.96943283,233.5113983,109.6882935,114.0902939
2017-12-15,42.36984253,233.4329529,110.3827057,115.22299960000001
2017-12-18,42.90616989,233.84489440000002,110.1446228,116.01393130000001
2017-12-19,42.48902512,233.8154602,110.91840359999999,116.1994629
2017-12-20,42.73732758,232.3736725,108.8153152,115.5452423
2017-12-21,43.65107346,230.27473450000002,108.6962662,115.7893524
2017-12-22,39.93650818,230.22569269999997,107.8034439,115.8479385
2017-12-26,39.87691879,230.93188480000003,107.25782779999999,115.47688290000002
2017-12-27,39.38031769,231.6674957,106.7816544,116.2775879
2017-12-28,39.32072067,231.196701,106.910614,116.248291
2017-12-29,39.02276611,230.85342409999998,106.6526947,116.3459396
2018-01-02,39.18167877,231.11824040000002,110.9084854,120.75955959999999
2018-01-03,38.87378693,231.1084137,111.38465120000001,123.4350815
2018-01-04,38.48643875,234.1293335,111.3350601,124.23578640000001
2018-01-05,38.5658989,235.9536438,110.72991940000001,124.6166077
2018-01-08,38.91351318,235.1885986,109.1426773,126.1301193
2018-01-09,38.46657181,236.65000919999997,109.0633163,126.07153319999999
2018-01-10,38.25800323,236.51269530000002,108.5970612,126.735527
2018-01-11,38.6453476,237.6602478,110.10494229999999,130.3191833
2018-01-12,41.44617081,239.77879330000002,111.57314299999999,130.93432620000002
2018-01-16,40.74100113,240.0436249,109.80733490000001,129.7528229
2018-01-17,40.87011337,243.34895319999995,111.0771255,130.85621640000002
2018-01-18,40.70127106,241.19116209999999,109.5394897,130.4461212
2018-01-19,41.59180832,243.4175873,109.70812990000002,129.9481049
2018-01-22,40.82564545,242.55448909999998,110.2140656,129.7332764
2018-01-23,40.23858261,241.58348080000002,109.5295715,128.9618835
2018-01-24,40.43758774,242.9370117,109.6188507,128.5908203
2018-01-25,40.42764282,247.51739500000002,109.668457,128.2002258
2018-01-26,40.77589417,253.6670685,111.29537959999999,129.5965881
2018-01-29,40.41769028,251.0973663,110.6505585,127.5655365
2018-01-30,39.7609787,246.71311949999998,109.23196409999998,125.09507749999999
2018-01-31,40.26844025,245.6930847,107.8034439,124.32366940000001
2018-02-01,39.62167358,243.1822205,109.6089249,116.6974716
2018-02-02,39.02466202,240.4653625,107.83319850000001,113.7290115
2018-02-05,37.20377731,226.9988251,103.86509699999999,110.633606
2018-02-06,37.91024017,229.14682009999999,105.32337949999999,110.05749509999998
2018-02-07,37.37293243,228.7152557,103.9246216,109.27632140000001
2018-02-08,38.34804916,218.6128998,100.5418091,106.70821380000001
2018-02-09,38.86545944,220.88838199999998,102.2679367,103.88623050000001
2018-02-12,39.54207611,224.7920227,102.5655441,103.80810550000001
2018-02-13,39.60177231,226.92037960000002,103.2897263,105.02868649999999
2018-02-14,40.646541600000006,227.5480804,103.76589969999999,104.09128570000001
2018-02-15,41.82066727,231.72137450000002,104.3412704,105.76103970000001
2018-02-16,42.28832626,233.4972534,105.6805038,104.77630620000001
2018-02-20,42.44752884,231.91870120000002,105.1348953,103.1120911
2018-02-21,43.18384171,229.06742859999997,104.2123108,103.1022491
2018-02-22,42.99478912,232.8362274,104.400795,103.4764557
2018-02-23,43.40274811,233.84255980000003,106.39476780000001,103.9983673
2018-02-26,43.52215195,240.86709590000004,108.93434909999999,106.4208221
2018-02-27,42.78583527,237.55213930000002,104.0337448,104.0771408
2018-02-28,42.36793137,232.35279849999998,102.33738709999999,102.8166733
2018-03-01,41.20375443,228.2386932,101.7520828,104.8058472
2018-03-02,42.27837753,227.28170780000002,102.16873170000001,103.7620239
2018-03-05,42.31818008,229.68899539999998,102.5853882,104.19530490000001
2018-03-06,42.8753891,230.5276031,104.1031876,108.1244202
2018-03-07,43.18384171,232.4120026,102.7639465,107.5434265
2018-03-08,43.57190323,233.17167659999998,103.2004395,107.139679
2018-03-09,44.67637634,238.11451719999997,103.89486690000001,108.6955719
2018-03-12,44.65647507,236.5852966,104.3313522,107.2480087
2018-03-13,44.16891098,234.3851929,102.9028397,107.66159820000001
2018-03-14,43.5121994,231.1491394,103.07147979999999,107.100296
2018-03-15,43.36294937,232.7079773,102.41674040000001,108.045639
2018-03-16,43.11419296,234.03988650000002,102.0496979,109.21749109999999
2018-03-19,42.60673141,228.45573430000005,100.670784,106.8048706
2018-03-20,42.73608398,229.3338165,100.5418091,106.38143159999998
2018-03-21,43.5121994,231.0011749,101.00806429999999,106.0072327
2018-03-22,42.68633270000001,220.1782227,99.79779053,102.8560562
2018-03-23,41.71121597,212.4729156,97.75421906,100.1086426
2018-03-26,43.482349400000004,217.28750609999997,99.84739685,102.1175079
2018-03-27,43.81070328,212.9760895,98.56768036,100.6108551
2018-03-28,43.30324554,213.637085,97.75421906,101.1130753
2018-03-29,43.89030457,216.5771637,99.63907623,103.0628662
2018-04-02,42.25847626,209.76965330000002,97.87326813,102.2553635
2018-04-03,42.377880100000006,213.4299164,98.62720490000001,103.9294281
2018-04-04,43.20373917,214.6434174,100.1450043,104.78615570000001
2018-04-05,43.85050583,215.7385559,101.2957535,105.5444031
2018-04-06,43.0146904,209.4046173,99.54978943,103.7226334
2018-04-09,42.47737885,209.9571075,98.90496826,103.0037766
2018-04-10,43.41270065,214.0711975,100.5616608,104.4020996
2018-04-11,43.58185196,211.4567413,99.99620056,104.47103879999999
2018-04-12,44.09926224,213.5187225,99.58946991,105.35729979999999
2018-04-13,44.30821609,212.6307983,99.54978943,105.61333470000001
2018-04-16,43.64155197,214.78155519999996,99.4406662,107.58281709999999
2018-04-17,44.49726868,217.1395111,101.35527040000001,107.8486938
2018-04-18,45.12413025,216.5771637,100.4029312,109.20763400000001
2018-04-19,45.22363281,215.91613769999998,100.08547970000001,108.0062561
2018-04-20,44.77587509,214.8308716,99.4406662,106.8935013
2018-04-23,44.64651871,212.98594669999997,99.35138702,107.44495390000002
2018-04-24,44.29826355,198.4337006,98.66688538,106.56853490000002
2018-04-25,44.12911224,196.1743927,100.3434067,107.0018158
2018-04-26,44.01966095,194.4478302,99.04385376,111.5513153
2018-04-27,43.760952,193.4908447,98.4387207,112.2504807
2018-04-30,43.15793991,191.7840424,99.529953,111.76795959999998
2018-05-01,43.32738495,192.4056091,99.26210022,110.7339783
2018-05-02,43.26757813,191.8925781,98.82561493,109.45381929999999
2018-05-03,43.37722015,193.0567474,97.97247314,108.13426969999999
2018-05-04,44.24436569,196.68742369999998,100.3434067,109.6113739
2018-05-07,45.17131042,197.5753479,101.66280359999999,110.4090195
2018-05-08,46.29760742,199.03550719999998,100.97830959999999,109.57198329999999
2018-05-09,46.95544052,200.69297790000002,99.17282104,109.70000459999999
2018-05-10,46.96540833,202.28140259999998,100.8691864,112.2504807
2018-05-11,46.65642929,202.40966799999998,101.256073,113.68819429999999
2018-05-14,46.2178688,203.00161740000001,101.62312320000001,114.564621
2018-05-15,46.27767181,199.6965332,102.09929659999999,113.8457565
2018-05-16,46.44711304,197.5260315,104.2023926,114.5449219
2018-05-17,46.55675507,199.0259705,103.50796509999999,114.8107986
2018-05-18,46.75609589,197.63528440000002,103.1012421,114.51305390000002
2018-05-21,47.54350662,200.4166412,103.2302017,116.2002869
2018-05-22,43.76593781,197.6452179,103.2401276,114.4932098
2018-05-23,44.21446228,197.3472137,102.0695343,114.4138031
2018-05-24,44.16462708,198.0822906,101.2957535,114.7611771
2018-05-25,44.16462708,197.7048187,101.38503270000001,114.62222290000001
2018-05-29,43.78587341,194.43673710000002,98.89505005,112.9747009
2018-05-30,45.07164001,197.35714719999999,99.18273926,115.8132172
2018-05-31,44.54338074,195.91679380000002,98.67680359,115.2474976
2018-06-01,45.17131042,198.26109309999998,98.56768036,116.3690033
2018-06-04,46.10823059,199.72129819999998,99.4406662,116.09111019999999
2018-06-05,47.11491776,199.8603668,99.14305878,115.93230439999999
2018-06-06,47.30429077,202.502655,101.0973511,116.1407318
2018-06-07,47.35412598,203.7046051,101.6528854,115.31697079999999
2018-06-08,47.47373962,205.2144775,103.1508484,115.72388459999999
2018-06-11,47.61327744,203.7542725,103.51789090000001,115.9720078
2018-06-12,48.27111053,203.555603,103.49805450000001,117.4508133
2018-06-13,48.49039078,203.5258026,105.4622574,116.44840239999999
2018-06-14,47.79268646,202.27420039999998,107.88280490000001,116.30945590000002
2018-06-15,47.14481735,203.60527040000002,107.9820023,115.89260859999999
2018-06-18,47.74285126,202.8105927,106.20627590000001,115.89260859999999
2018-06-19,47.16475296,198.06242369999998,105.2539368,113.9572601
2018-06-20,47.57341003,196.7611389,106.2955627,112.7960587
2018-06-21,47.18468475,194.2182007,105.0456085,112.56777949999999
2018-06-22,47.13484955,195.1916656,105.49201969999999,112.8456726
2018-06-25,46.24777222,194.4963226,103.61708829999999,109.3719711
2018-06-26,47.4438324,195.2711334,103.4286118,108.7467117
2018-06-27,46.39727783,193.6221771,103.13099670000001,107.56565090000001
2018-06-28,46.48698044,194.66519169999998,103.9345398,105.0844345
2018-06-29,46.33747482,195.410202,103.9742203,105.4318085
2018-07-02,46.49695206,194.2182007,104.4900818,105.0844345
2018-07-03,46.38731003,194.52612299999998,103.21036529999999,104.96533970000002
2018-07-05,47.08501434,196.02606200000002,104.49999240000001,105.49135590000002
2018-07-06,47.04514694,196.14527890000002,104.7799988,105.23330690000002
2018-07-09,47.93222427,199.1948242,106.0199966,107.7740707
2018-07-10,48.39071655,200.138504,106.02999879999999,107.6946793
2018-07-11,42.87886047,196.3638,108.04000090000001,106.5235443
2018-07-12,43.50679779,197.9928894,108.25,107.7145233
2018-07-13,45.49026489,199.8404999,110.0,108.1512222
2018-07-16,45.15137863,199.77096559999998,110.1999969,109.8185959
2018-07-17,46.01852417,200.7245789,110.3000031,110.23544309999998
2018-07-18,46.67636108,200.853714,110.6900024,111.3172531
2018-07-19,47.00081253,200.2577209,112.1299973,111.9921341
2018-07-20,46.67136765,200.6053772,111.4800034,111.22792820000001
2018-07-23,46.41180801,197.51608280000002,111.0899963,111.8631134
2018-07-24,46.32195663,199.34382630000002,110.6999969,111.5951462
2018-07-25,46.86104584,203.0191956,111.1800003,119.29683689999999
2018-07-26,47.48998642,206.5753632,113.5100021,117.97683719999999
2018-07-27,47.37018967,206.03895569999997,112.6200027,117.76841740000002
2018-07-30,46.46171951,203.7542725,112.6299973,117.8180313
2018-07-31,47.33025742,210.90634159999996,113.5599976,118.9891663
2018-08-01,46.83109665,205.67141719999998,112.97000120000001,118.46315
2018-08-02,46.73126602,204.1615448,112.75,117.70886229999999
2018-08-03,46.33193970000001,205.9098206,114.0899963,118.25473020000001
2018-08-06,46.47170258,205.3237457,115.9400024,118.64179990000001
2018-08-07,46.51163483,207.18130490000001,116.5599976,119.1082687
2018-08-08,46.91096497,205.7608185,113.9800034,119.67398829999999
2018-08-09,46.54158401,203.41653440000002,114.1600037,119.96180729999999
2018-08-10,45.96256256,200.61531069999998,112.6800003,118.37382509999999
2018-08-13,45.88269424,198.50942990000001,112.1200027,117.272171
2018-08-14,46.18218994,199.184906,112.75,118.08600619999999
2018-08-15,44.65476608,200.04910280000001,112.84999850000001,119.14797209999999
2018-08-16,44.26542282,201.79737849999998,112.4800034,120.20000459999999
2018-08-17,44.65476608,203.406601,112.4800034,121.8000031
2018-08-20,45.024139399999996,203.2377319,111.9899979,122.5500031
2018-08-21,45.91264725,204.3204803,112.3899994,123.0100021
2018-08-22,46.02246094,202.8999939,111.9400024,121.8700027
2018-08-23,45.69301605,202.75,112.0,121.70999909999999
2018-08-24,45.91264725,205.28999330000002,111.9300003,122.7399979
2018-08-27,46.55157089,208.33000180000002,112.33000179999999,123.84999850000001
2018-08-28,46.75123596,209.42999269999999,112.58000179999999,122.75
2018-08-29,46.52161789,210.46000669999998,112.4499969,123.47000120000001
2018-08-30,45.90266037,210.2200012,111.91999820000001,122.84999850000001
2018-08-31,46.59149933,210.91999819999998,112.0199966,122.8799973
2018-09-04,46.12229156,208.6000061,110.84999850000001,124.3399963
2018-09-05,45.92263031,211.83000180000002,109.8700027,124.6600037
2018-09-06,46.20215607,212.74000550000002,110.2600021,123.6999969
2018-09-07,46.01247787,212.57000730000004,110.97000120000001,122.9899979
2018-09-10,45.92263031,212.92999269999996,110.6800003,124.3399963
2018-09-11,42.79789352,211.7799988,109.59999850000001,123.0699997
2018-09-12,42.98757553,206.71000669999998,109.45999909999999,123.3000031
2018-09-13,42.67809677,209.0500031,110.66999820000001,119.6999969
2018-09-14,42.68807602,207.88000490000002,109.2600021,120.3899994
2018-09-17,43.02750397,209.52999880000002,109.3600006,119.0899963
2018-09-18,44.66474915,211.5299988,109.52999879999999,118.2399979
2018-09-19,43.70635986,213.11999509999998,109.79000090000001,118.25
2018-09-20,44.42515182,215.2700043,111.6200027,119.1200027
2018-09-21,44.83446121,216.33000180000002,110.40000149999999,118.4899979
2018-09-24,44.91432953,213.50999449999998,112.7699966,117.33000179999999
2018-09-25,45.95257568,210.6399994,113.6299973,116.2600021
2018-09-26,48.53821945,211.07000730000004,115.20999909999999,116.6999969
2018-09-27,46.112308500000005,210.1100006,116.04000090000001,116.7300034
2018-09-28,47.80944824,210.71000669999998,116.9400024,116.75
2018-10-01,46.14226151,212.19000240000003,116.2399979,117.45999909999999
2018-10-02,45.26374054,215.71000669999998,117.6600037,116.9899979
2018-10-03,46.98084641,215.75999449999998,116.9100037,117.77999879999999
2018-10-04,46.59149933,213.8399963,116.1299973,117.3099976
2018-10-05,46.18218994,213.19000240000003,114.77999879999999,117.2399979
2018-10-08,45.84276199,214.36999509999998,116.0199966,118.77999879999999
